,hour,time,Wind Day Ahead Forecast [in MW],Wind Intraday Forecast [in MW],PV Day Ahead Forecast [in MW],PV Intraday Forecast [in MW],Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh]
1810,20,2021-01-19 20:30:00,37954,34843,0,0,40.37,39.4623095238095,46.413489919247,59.82
1811,20,2021-01-19 20:45:00,38273,35414,0,0,40.37,33.4816022916282,46.413489919247,24.29
1812,21,2021-01-19 21:00:00,38518,36221,0,0,37.28,68.421572836031,43.0009763585667,25.78
1813,21,2021-01-19 21:15:00,38747,36544,0,0,37.28,52.0457041666667,43.0009763585667,-68.06
1814,21,2021-01-19 21:30:00,38934,37142,0,0,37.28,32.5291561527118,43.0009763585667,5.72
1815,21,2021-01-19 21:45:00,39116,37700,0,0,37.28,21.9521031838252,43.0009763585667,-66.85
1816,22,2021-01-19 22:00:00,38287,36894,0,0,35.39,66.127177462961,40.4069930108415,123.07
1817,22,2021-01-19 22:15:00,38352,37388,0,0,35.39,48.946284616616,40.4069930108415,157.3
1818,22,2021-01-19 22:30:00,38415,37491,0,0,35.39,25.4569581190301,40.4069930108415,50.93
1819,22,2021-01-19 22:45:00,38467,37632,0,0,35.39,29.8558536585366,40.4069930108415,40.55
1820,23,2021-01-19 23:00:00,38524,37855,0,0,29.98,61.5865621726769,33.9688923908989,72.12
1821,23,2021-01-19 23:15:00,38539,37854,0,0,29.98,53.9680550629958,33.9688923908989,69.39
1822,23,2021-01-19 23:30:00,38538,37980,0,0,29.98,28.9737083800973,33.9688923908989,31.71
1823,23,2021-01-19 23:45:00,38551,38077,0,0,29.98,-6.70213424226534,33.9688923908989,25.02
1824,0,2021-01-20 00:00:00,36772,38333,0,0,30.33,51.1684582132565,28.2385044233016,95.27
1825,0,2021-01-20 00:15:00,36799,38416,0,0,30.33,48.1440780109067,28.2385044233016,95.48
1826,0,2021-01-20 00:30:00,36795,38106,0,0,30.33,27.5017385677308,28.2385044233016,49.79
1827,0,2021-01-20 00:45:00,36747,37908,0,0,30.33,19.2476430538556,28.2385044233016,-16.21
1828,1,2021-01-20 01:00:00,36702,37662,0,0,28.4,39.5027231291075,31.6010513694308,139.69
1829,1,2021-01-20 01:15:00,36681,37209,0,0,28.4,41.2637131434283,31.6010513694308,69.45
1830,1,2021-01-20 01:30:00,36654,37200,0,0,28.4,34.1224592772889,31.6010513694308,91.76
1831,1,2021-01-20 01:45:00,36665,37053,0,0,28.4,32.2286193078324,31.6010513694308,54.62
1832,2,2021-01-20 02:00:00,36640,37199,0,0,26.62,37.4357359735974,31.0536410463219,97.32
1833,2,2021-01-20 02:15:00,36635,37246,0,0,26.62,34.7717070654977,31.0536410463219,84.72
1834,2,2021-01-20 02:30:00,36652,36952,0,0,26.62,37.0419811092274,31.0536410463219,115.34
1835,2,2021-01-20 02:45:00,36563,36888,0,0,26.62,39.4721606392788,31.0536410463219,58.44
1836,3,2021-01-20 03:00:00,36457,36713,0,0,25.13,34.3000265147795,31.1040102562308,33.63
1837,3,2021-01-20 03:15:00,36378,36583,0,0,25.13,34.7097435656585,31.1040102562308,75.68
1838,3,2021-01-20 03:30:00,36277,36700,0,0,25.13,38.8883473237657,31.1040102562308,80.02
1839,3,2021-01-20 03:45:00,36242,36608,0,0,25.13,32.681726559273,31.1040102562308,10.97
1840,4,2021-01-20 04:00:00,36208,36633,0,0,28.76,27.5036509324009,29.4482545868396,116.93
1841,4,2021-01-20 04:15:00,36163,36681,0,0,28.76,15.4072921725055,29.4482545868396,-20.41
1842,4,2021-01-20 04:30:00,36109,36758,0,0,28.76,35.8418050363958,29.4482545868396,16.63
1843,4,2021-01-20 04:45:00,36055,36594,0,0,28.76,35.9336390332053,29.4482545868396,13.9
1844,5,2021-01-20 05:00:00,36003,36489,0,0,30.92,26.5404850099933,34.4197553873034,50.96
1845,5,2021-01-20 05:15:00,36019,36705,0,0,30.92,22.859757439722,34.4197553873034,48.12
1846,5,2021-01-20 05:30:00,36039,36686,0,0,30.92,33.2906975727094,34.4197553873034,60.19
1847,5,2021-01-20 05:45:00,36059,36714,0,0,30.92,49.8403865023334,34.4197553873034,52.27
1848,6,2021-01-20 06:00:00,37076,37866,0,0,35.56,30.7364253133505,43.0198638395343,-341.71
1849,6,2021-01-20 06:15:00,37091,38010,0,0,35.56,33.1759463976232,43.0198638395343,-105.99
1850,6,2021-01-20 06:30:00,37098,38385,0,0,35.56,47.6435900516641,43.0198638395343,-10.32
1851,6,2021-01-20 06:45:00,37044,38502,0,0,35.56,64.2437660425962,43.0198638395343,7.82
1852,7,2021-01-20 07:00:00,36965,38116,0,0,40.23,37.2130035335689,50.8812688943155,83.69
1853,7,2021-01-20 07:15:00,36928,38096,0,0,40.23,49.9850302482442,50.8812688943155,306.52
1854,7,2021-01-20 07:30:00,36911,38170,0,0,40.23,66.5016296342143,50.8812688943155,327.22
1855,7,2021-01-20 07:45:00,36910,38153,1,1,40.23,87.0584098381656,50.8812688943155,302.15
1856,8,2021-01-20 08:00:00,36896,37994,28,24,42.27,61.1390204510703,51.1696889692586,77.64
1857,8,2021-01-20 08:15:00,36889,38026,153,127,42.27,70.9899567176045,51.1696889692586,96.39
1858,8,2021-01-20 08:30:00,36778,37911,537,377,42.27,61.3662204014132,51.1696889692586,89.02
1859,8,2021-01-20 08:45:00,36762,37940,1030,760,42.27,52.0949057456424,51.1696889692586,78.51
1860,9,2021-01-20 09:00:00,36739,37677,1590,1331,38.9,61.0212080640197,52.0648925848094,26.36
1861,9,2021-01-20 09:15:00,36686,37585,2193,1924,38.9,60.100373937677,52.0648925848094,83.05
1862,9,2021-01-20 09:30:00,36627,37318,2783,2579,38.9,55.3687998855672,52.0648925848094,14.21
1863,9,2021-01-20 09:45:00,36565,37296,3387,3194,38.9,46.2894964066243,52.0648925848094,55.98
1864,10,2021-01-20 10:00:00,36500,37057,4039,3788,38.01,56.87842870671,45.426952109068,90.5
1865,10,2021-01-20 10:15:00,36361,37022,4609,4347,38.01,49.6923094666913,45.426952109068,83.76
1866,10,2021-01-20 10:30:00,36155,36932,5129,4809,38.01,47.949668468755,45.426952109068,76.14
1867,10,2021-01-20 10:45:00,36014,37092,5628,5417,38.01,45.2861510967832,45.426952109068,74.59
1868,11,2021-01-20 11:00:00,35871,36800,6184,5901,37.95,52.12813729777,47.0041100590247,24.79
1869,11,2021-01-20 11:15:00,35759,36664,6655,6054,37.95,56.4551277082966,47.0041100590247,21.86
1870,11,2021-01-20 11:30:00,35675,36507,7098,6364,37.95,52.6037515966639,47.0041100590247,22.85
1871,11,2021-01-20 11:45:00,35591,36420,7403,6663,37.95,52.9655782235608,47.0041100590247,17.6
1872,12,2021-01-20 12:00:00,35524,36490,7566,7036,37.92,59.7334093271944,47.7553721682848,157.01
1873,12,2021-01-20 12:15:00,35484,36530,7691,7340,37.92,46.2501162286408,47.7553721682848,48.05
1874,12,2021-01-20 12:30:00,35484,36714,7775,7614,37.92,44.6835611988779,47.7553721682848,60.84
1875,12,2021-01-20 12:45:00,35541,36508,7764,7556,37.92,43.9763584263626,47.7553721682848,54.94
1876,13,2021-01-20 13:00:00,35596,36311,7734,7587,36.84,52.4927420705051,44.2675673849458,24.75
1877,13,2021-01-20 13:15:00,35568,36087,7648,7479,36.84,53.1721449729918,44.2675673849458,23.26
1878,13,2021-01-20 13:30:00,35533,35839,7427,7371,36.84,47.4980694522079,44.2675673849458,85.93
1879,13,2021-01-20 13:45:00,35451,35452,7125,6976,36.84,43.8734805178159,44.2675673849458,24.45
1880,14,2021-01-20 14:00:00,35352,35020,6730,6556,36.8,26.472398333804,44.125385418206,62.96
1881,14,2021-01-20 14:15:00,35249,34672,6217,5928,36.8,51.249030720339,44.125385418206,80.09
1882,14,2021-01-20 14:30:00,35151,34148,5600,5337,36.8,64.8815644232678,44.125385418206,7.8
1883,14,2021-01-20 14:45:00,35055,33775,4943,4675,36.8,67.966575083426,44.125385418206,20.45
1884,15,2021-01-20 15:00:00,34960,33888,4210,3983,38.92,40.32019566367,50.6453972982262,73.22
1885,15,2021-01-20 15:15:00,34871,33686,3448,3200,38.92,50.7963538273616,50.6453972982262,69.93
1886,15,2021-01-20 15:30:00,34748,33565,2677,2457,38.92,58.185334220153,50.6453972982262,76.88
1887,15,2021-01-20 15:45:00,34630,33310,1896,1580,38.92,61.6245485887653,50.6453972982262,10.74
1888,16,2021-01-20 16:00:00,34492,33384,1187,891,40.3,46.1802709774961,55.8245335330408,21.63
1889,16,2021-01-20 16:15:00,34536,33602,581,400,40.3,56.5539123603352,55.8245335330408,20.77
1890,16,2021-01-20 16:30:00,34483,33907,194,125,40.3,53.7192697720982,55.8245335330408,21.63
1891,16,2021-01-20 16:45:00,34503,34165,35,22,40.3,63.3903011772536,55.8245335330408,25.29
1892,17,2021-01-20 17:00:00,34565,34734,1,1,51.39,39.3086988183567,57.0643607674082,10.8
1893,17,2021-01-20 17:15:00,34635,35301,0,0,51.39,47.9534388251924,57.0643607674082,17.29
1894,17,2021-01-20 17:30:00,34741,35482,0,0,51.39,46.6897040721169,57.0643607674082,12.47
1895,17,2021-01-20 17:45:00,34847,36081,0,0,51.39,46.8111883234306,57.0643607674082,10.34
1896,18,2021-01-20 18:00:00,34533,36644,0,0,57.52,64.3557018487724,56.4786786956032,-29.05
1897,18,2021-01-20 18:15:00,34656,36851,0,0,57.52,48.6891949107238,56.4786786956032,12.42
1898,18,2021-01-20 18:30:00,34848,37148,0,0,57.52,48.0765222592498,56.4786786956032,42.86
1899,18,2021-01-20 18:45:00,35145,37749,0,0,57.52,46.3457553655766,56.4786786956032,63.05
1900,19,2021-01-20 19:00:00,35419,38301,0,0,45.34,63.8663253543798,50.0138661569682,70.07
1901,19,2021-01-20 19:15:00,35634,38357,0,0,45.34,51.7975740658032,50.0138661569682,70.16
1902,19,2021-01-20 19:30:00,35809,38464,0,0,45.34,39.2848285394977,50.0138661569682,63.31
1903,19,2021-01-20 19:45:00,35979,38486,0,0,45.34,32.0505433544819,50.0138661569682,46.52
1904,20,2021-01-20 20:00:00,36146,38422,0,0,35.9,58.0948729964322,37.4132659701648,9.74
1905,20,2021-01-20 20:15:00,36155,38458,0,0,35.9,53.95046128725,37.4132659701648,22.25
1906,20,2021-01-20 20:30:00,36344,38515,0,0,35.9,30.0716662818441,37.4132659701648,17.1
1907,20,2021-01-20 20:45:00,36535,38754,0,0,35.9,14.2578311483436,37.4132659701648,25.01
1908,21,2021-01-20 21:00:00,36724,38952,0,0,31.97,38.5660526805082,26.9789902542757,-18.96
1909,21,2021-01-20 21:15:00,36869,39212,0,0,31.97,35.8691951756049,26.9789902542757,63.82
1910,21,2021-01-20 21:30:00,37067,39443,0,0,31.97,25.9440417564961,26.9789902542757,43.11
1911,21,2021-01-20 21:45:00,37262,39580,0,0,31.97,13.6052504190082,26.9789902542757,-23.2
1912,22,2021-01-20 22:00:00,36463,38516,0,0,29.49,54.3174975261133,33.8669570925583,86.26
1913,22,2021-01-20 22:15:00,36672,38303,0,0,29.49,46.5613694421015,33.8669570925583,64.27
1914,22,2021-01-20 22:30:00,36866,38266,0,0,29.49,37.5821405017077,33.8669570925583,48.77
1915,22,2021-01-20 22:45:00,37217,38474,0,0,29.49,18.1527651723758,33.8669570925583,-20.09
1916,23,2021-01-20 23:00:00,37408,38407,0,0,25.3,54.5250323860652,27.1891919283186,60.18
1917,23,2021-01-20 23:15:00,37604,38636,0,0,25.3,38.1590733830846,27.1891919283186,55.53
1918,23,2021-01-20 23:30:00,37767,38910,0,0,25.3,24.8380534775202,27.1891919283186,26.42
1919,23,2021-01-20 23:45:00,38362,39082,0,0,25.3,1.52245252394092,27.1891919283186,-4.45
1920,0,2021-01-21 00:00:00,38279,38975,0,0,24.85,48.732083006365,25.3069218386015,-53.94
1921,0,2021-01-21 00:15:00,38479,39134,0,0,24.85,40.7779563360228,25.3069218386015,-40.06
1922,0,2021-01-21 00:30:00,38678,39451,0,0,24.85,21.8233947368421,25.3069218386015,-42.32
1923,0,2021-01-21 00:45:00,38869,39824,0,0,24.85,-8.77875818486371,25.3069218386015,-70.15
1924,1,2021-01-21 01:00:00,38941,39960,0,0,19.32,34.5480181026385,20.5679390508814,-93.94
1925,1,2021-01-21 01:15:00,39161,40116,0,0,19.32,16.252745056347,20.5679390508814,-36.15
1926,1,2021-01-21 01:30:00,39383,40663,0,0,19.32,11.6986075416052,20.5679390508814,-3.79
1927,1,2021-01-21 01:45:00,39602,40583,0,0,19.32,1.04595552274615,20.5679390508814,-27.57
1928,2,2021-01-21 02:00:00,39823,40671,0,0,8.94,19.0694908126885,9.01723534864559,51.66
1929,2,2021-01-21 02:15:00,39980,40995,0,0,8.94,2.2297975376197,9.01723534864559,18.52
1930,2,2021-01-21 02:30:00,40165,41251,0,0,8.94,1.39597813651964,9.01723534864559,-39.04
1931,2,2021-01-21 02:45:00,40366,41964,0,0,8.94,-3.50911856696048,9.01723534864559,-21.56
1932,3,2021-01-21 03:00:00,40555,42078,0,0,0.9,-2.16246253229974,-3.00511756685894,69.58
1933,3,2021-01-21 03:15:00,40735,42128,0,0,0.9,-5.66043728694017,-3.00511756685894,-41.1
1934,3,2021-01-21 03:30:00,40905,42366,0,0,0.9,0.894633651896901,-3.00511756685894,-42.38
1935,3,2021-01-21 03:45:00,41059,42591,0,0,0.9,-14.1654664902165,-3.00511756685894,-31.79
1936,4,2021-01-21 04:00:00,41215,42610,0,0,0.02,-34.464835338822,-16.0762620482385,-70.39
1937,4,2021-01-21 04:15:00,41478,42782,0,0,0.02,-40.996301202364,-16.0762620482385,-71.26
1938,4,2021-01-21 04:30:00,41735,43025,0,0,0.02,-28.7675456487957,-16.0762620482385,-71.67
1939,4,2021-01-21 04:45:00,41965,42752,0,0,0.02,-24.603152897329,-16.0762620482385,-54.49
1940,5,2021-01-21 05:00:00,42195,42928,0,0,13.69,-39.3520804825351,-0.650825477948136,-50.55
1941,5,2021-01-21 05:15:00,42336,42761,0,0,13.69,-18.9646262281076,-0.650825477948136,-43.79
1942,5,2021-01-21 05:30:00,42418,42578,0,0,13.69,11.3905468670142,-0.650825477948136,-13.33
1943,5,2021-01-21 05:45:00,42478,42828,0,0,13.69,14.2005546339305,-0.650825477948136,-22.75
1944,6,2021-01-21 06:00:00,43545,44492,0,0,27.47,-74.8206132837355,8.52002273631558,-532.37
1945,6,2021-01-21 06:15:00,43450,44938,0,0,27.47,-5.90151271577283,8.52002273631558,-75.26
1946,6,2021-01-21 06:30:00,43277,45689,0,0,27.47,22.5519381539903,8.52002273631558,-3.96
1947,6,2021-01-21 06:45:00,43056,45627,0,0,27.47,25.1692754413183,8.52002273631558,4.13
1948,7,2021-01-21 07:00:00,42681,44758,0,0,35.32,24.7765717904279,42.4063324708041,-71.03
1949,7,2021-01-21 07:15:00,42668,45287,0,0,35.32,53.9793920065539,42.4063324708041,172.09
1950,7,2021-01-21 07:30:00,42713,45669,0,0,35.32,58.5522090503505,42.4063324708041,150.45
1951,7,2021-01-21 07:45:00,42806,45829,3,2,35.32,63.0749113818887,42.4063324708041,154.32
1952,8,2021-01-21 08:00:00,42899,45602,52,46,37.23,55.1880037702153,47.1576875663,90.51
1953,8,2021-01-21 08:15:00,42830,45194,257,277,37.23,64.364874753981,47.1576875663,115.09
1954,8,2021-01-21 08:30:00,42771,44755,738,802,37.23,76.9836503311258,47.1576875663,166.21
1955,8,2021-01-21 08:45:00,42719,44177,1417,1520,37.23,66.2754115226337,47.1576875663,127.71
1956,9,2021-01-21 09:00:00,42643,43398,2329,2340,35.29,68.0632292550484,48.6897355339034,114.72
1957,9,2021-01-21 09:15:00,42458,42664,3177,3049,35.29,65.72666233316,48.6897355339034,107.89
1958,9,2021-01-21 09:30:00,42280,42070,4011,3837,35.29,64.4050797046091,48.6897355339034,97.55
1959,9,2021-01-21 09:45:00,42066,41555,4805,4577,35.29,58.8741942245835,48.6897355339034,5.41
1960,10,2021-01-21 10:00:00,41821,41009,5554,5353,33.01,75.2321999056413,55.915448823252,-8.09
1961,10,2021-01-21 10:15:00,41659,40614,6211,6194,33.01,61.8052736700595,55.915448823252,-37.1
1962,10,2021-01-21 10:30:00,41505,40077,6761,6742,33.01,47.6518564199874,55.915448823252,-1.4
1963,10,2021-01-21 10:45:00,41381,39765,7229,7157,33.01,46.5221426358724,55.915448823252,-7.43
1964,11,2021-01-21 11:00:00,41253,39511,7672,8189,33.38,45.6785648494617,47.9146686950883,1.57
1965,11,2021-01-21 11:15:00,41137,39351,8063,8860,33.38,37.1054026682838,47.9146686950883,-59.85
1966,11,2021-01-21 11:30:00,41023,39177,8330,8949,33.38,41.2283525589717,47.9146686950883,81.55
1967,11,2021-01-21 11:45:00,40908,39514,8443,9268,33.38,48.1779185520362,47.9146686950883,98.85
1968,12,2021-01-21 12:00:00,40792,39225,8483,9302,33.69,50.0412440037086,46.9954488426376,95.02
1969,12,2021-01-21 12:15:00,40665,39168,8457,9303,33.69,43.1876843393917,46.9954488426376,67.65
1970,12,2021-01-21 12:30:00,40516,38779,8347,9009,33.69,50.6708397165445,46.9954488426376,72.65
1971,12,2021-01-21 12:45:00,40336,38707,8176,8784,33.69,56.4399033378644,46.9954488426376,71.7
1972,13,2021-01-21 13:00:00,40168,39176,7956,8190,35.34,48.6760313915255,46.5403673843519,21.0
1973,13,2021-01-21 13:15:00,40024,38922,7675,7350,35.34,56.8505603898364,46.5403673843519,21.0
1974,13,2021-01-21 13:30:00,39836,37796,7296,7212,35.34,49.4395074908835,46.5403673843519,34.1
1975,13,2021-01-21 13:45:00,39609,37594,6857,6810,35.34,44.6698695793935,46.5403673843519,18.9
1976,14,2021-01-21 14:00:00,39349,36831,6375,6488,37.11,35.7128908794788,45.8616840921122,18.4
1977,14,2021-01-21 14:15:00,39108,36403,5800,5965,37.11,46.4978056239912,45.8616840921122,65.43
1978,14,2021-01-21 14:30:00,38843,36069,5170,5001,37.11,49.3481733450756,45.8616840921122,70.8
1979,14,2021-01-21 14:45:00,38539,35857,4501,4270,37.11,59.2498106824926,45.8616840921122,83.97
1980,15,2021-01-21 15:00:00,38180,35906,3813,3582,42.52,43.7053128982019,51.2354024196116,-56.78
1981,15,2021-01-21 15:15:00,37919,35523,3107,2852,42.52,52.7703957173448,51.2354024196116,75.72
1982,15,2021-01-21 15:30:00,37649,35219,2390,2118,42.52,67.512743902439,51.2354024196116,86.42
1983,15,2021-01-21 15:45:00,37404,35144,1663,1437,42.52,68.8484906532457,51.2354024196116,21.0
1984,16,2021-01-21 16:00:00,37155,34873,964,832,44.67,45.9908368573336,54.7803134947921,10.07
1985,16,2021-01-21 16:15:00,37155,34686,442,367,44.67,60.3167062608265,54.7803134947921,5.4
1986,16,2021-01-21 16:30:00,37155,34931,151,129,44.67,55.7816587352205,54.7803134947921,-40.75
1987,16,2021-01-21 16:45:00,37151,34892,29,24,44.67,55.0451480920772,54.7803134947921,-29.57
1988,17,2021-01-21 17:00:00,37147,35514,1,1,45.63,38.3880861702128,57.4945925882967,34.07
1989,17,2021-01-21 17:15:00,37265,36215,0,0,45.63,46.3117541671391,57.4945925882967,66.38
1990,17,2021-01-21 17:30:00,37384,36575,0,0,45.63,55.4090960588748,57.4945925882967,49.38
1991,17,2021-01-21 17:45:00,37503,36770,0,0,45.63,58.9776144669411,57.4945925882967,61.57
1992,18,2021-01-21 18:00:00,37635,36922,0,0,45.05,60.9404154476302,59.2453444447136,80.17
1993,18,2021-01-21 18:15:00,37803,37004,0,0,45.05,65.2540444902517,59.2453444447136,94.08
1994,18,2021-01-21 18:30:00,38002,36959,0,0,45.05,66.3709979408737,59.2453444447136,98.21
1995,18,2021-01-21 18:45:00,38256,36466,0,0,45.05,71.9113740412979,59.2453444447136,119.04
1996,19,2021-01-21 19:00:00,38448,36323,0,0,44.91,80.0984606235132,59.7711406231932,-82.22
1997,19,2021-01-21 19:15:00,38541,35853,0,0,44.91,74.1921484932742,59.7711406231932,24.57
1998,19,2021-01-21 19:30:00,38585,35561,0,0,44.91,62.3029436138642,59.7711406231932,-1.03
1999,19,2021-01-21 19:45:00,38608,35614,0,0,44.91,50.709844011633,59.7711406231932,10.44
2000,20,2021-01-21 20:00:00,38620,35940,0,0,35.59,62.8668276141897,50.2943892337853,27.08
2001,20,2021-01-21 20:15:00,38602,36030,0,0,35.59,52.5413868348557,50.2943892337853,-55.63
2002,20,2021-01-21 20:30:00,38585,36025,0,0,35.59,39.9291646277525,50.2943892337853,-3.26
2003,20,2021-01-21 20:45:00,38548,36169,0,0,35.59,35.794052660152,50.2943892337853,4.08
2004,21,2021-01-21 21:00:00,38502,35873,0,0,31.96,50.1099160568231,44.4575601100487,59.55
2005,21,2021-01-21 21:15:00,38451,36107,0,0,31.96,50.5405731225296,44.4575601100487,0.74
2006,21,2021-01-21 21:30:00,38405,36182,0,0,31.96,44.9670182283729,44.4575601100487,50.65
2007,21,2021-01-21 21:45:00,38366,36243,0,0,31.96,27.3425393416216,44.4575601100487,-37.98
2008,22,2021-01-21 22:00:00,37252,35918,0,0,31.81,59.1087333464917,42.3949202574003,-38.83
2009,22,2021-01-21 22:15:00,37332,35944,0,0,31.81,54.9030272175445,42.3949202574003,-35.86
2010,22,2021-01-21 22:30:00,37419,36084,0,0,31.81,45.6766086217881,42.3949202574003,-56.77
2011,22,2021-01-21 22:45:00,37512,36204,0,0,31.81,13.5891427388898,42.3949202574003,-96.38
2012,23,2021-01-21 23:00:00,37620,37630,0,0,24.09,52.8638753864651,32.2731242973511,-4.8
2013,23,2021-01-21 23:15:00,37724,37535,0,0,24.09,39.8645970695971,32.2731242973511,-20.97
2014,23,2021-01-21 23:30:00,37792,37901,0,0,24.09,21.2619680851064,32.2731242973511,-17.39
2015,23,2021-01-21 23:45:00,37863,38157,0,0,24.09,-11.2523078983792,32.2731242973511,-32.74
2016,0,2021-01-22 00:00:00,36751,39097,0,0,9.1,49.0704969931568,20.9955604102535,105.38
2017,0,2021-01-22 00:15:00,36928,39087,0,0,9.1,36.4204237526353,20.9955604102535,-185.28
2018,0,2021-01-22 00:30:00,37107,39319,0,0,9.1,4.74908606426981,20.9955604102535,-159.95
2019,0,2021-01-22 00:45:00,37255,39082,0,0,9.1,-33.6369422278966,20.9955604102535,-88.91
2020,1,2021-01-22 01:00:00,37370,39364,0,0,13.92,29.3159794159485,10.0800589785418,79.82
2021,1,2021-01-22 01:15:00,37422,39628,0,0,13.92,5.33251910971223,10.0800589785418,18.13
2022,1,2021-01-22 01:30:00,37428,39691,0,0,13.92,-21.1640042275526,10.0800589785418,45.19
2023,1,2021-01-22 01:45:00,37423,40136,0,0,13.92,-31.5290229062276,10.0800589785418,-103.02
2024,2,2021-01-22 02:00:00,37382,40001,0,0,11.08,26.3910440894569,0.517630169195714,81.8
2025,2,2021-01-22 02:15:00,37463,40079,0,0,11.08,0.676709865115049,0.517630169195714,6.83
2026,2,2021-01-22 02:30:00,37400,40166,0,0,11.08,-7.25876432166185,0.517630169195714,11.96
2027,2,2021-01-22 02:45:00,37488,40618,0,0,11.08,-11.050728115345,0.517630169195714,23.22
2028,3,2021-01-22 03:00:00,37715,40819,0,0,11.51,-14.7800352319436,-6.73565310611756,-55.55
2029,3,2021-01-22 03:15:00,37761,41336,0,0,11.51,-27.5106897119342,-6.73565310611756,-92.29
2030,3,2021-01-22 03:30:00,37873,41456,0,0,11.51,-16.1672535934292,-6.73565310611756,-51.06
2031,3,2021-01-22 03:45:00,37936,41543,0,0,11.51,-14.8300639886242,-6.73565310611756,-51.46
2032,4,2021-01-22 04:00:00,37967,41073,0,0,16.24,-39.6307702493931,-6.59291145480313,-109.86
2033,4,2021-01-22 04:15:00,37829,40831,0,0,16.24,-43.9336531864958,-6.59291145480313,-148.44
2034,4,2021-01-22 04:30:00,37912,40553,0,0,16.24,-8.7450407896062,-6.59291145480313,-35.35
2035,4,2021-01-22 04:45:00,37750,41156,0,0,16.24,22.9009810822701,-6.59291145480313,-17.93
2036,5,2021-01-22 05:00:00,37796,41338,0,0,28.49,-39.7984555590452,8.79133622246298,47.89
2037,5,2021-01-22 05:15:00,37593,41063,0,0,28.49,-16.758303092632,8.79133622246298,44.26
2038,5,2021-01-22 05:30:00,37451,40588,0,0,28.49,15.8536442527277,8.79133622246298,56.43
2039,5,2021-01-22 05:45:00,37305,40584,0,0,28.49,39.084424959358,8.79133622246298,72.84
2040,6,2021-01-22 06:00:00,38067,40415,0,0,32.23,-30.7053181981982,28.4176769612263,31.07
2041,6,2021-01-22 06:15:00,37851,39739,0,0,32.23,43.7633117387924,28.4176769612263,79.77
2042,6,2021-01-22 06:30:00,37589,40359,0,0,32.23,62.2210652816741,28.4176769612263,78.88
2043,6,2021-01-22 06:45:00,37206,39939,0,0,32.23,66.2847121727254,28.4176769612263,83.14
2044,7,2021-01-22 07:00:00,36790,38696,0,0,37.66,20.6393749576759,47.8142653967361,-38.59
2045,7,2021-01-22 07:15:00,36364,37322,0,0,37.66,60.466874474979,47.8142653967361,82.31
2046,7,2021-01-22 07:30:00,35992,36193,0,0,37.66,70.8497113989059,47.8142653967361,171.86
2047,7,2021-01-22 07:45:00,35596,35224,3,2,37.66,83.1927235993826,47.8142653967361,150.89
2048,8,2021-01-22 08:00:00,35197,34568,55,56,51.52,59.0543547265255,64.7225784826522,95.97
2049,8,2021-01-22 08:15:00,34970,33932,275,272,51.52,74.5655845704406,64.7225784826522,109.4
2050,8,2021-01-22 08:30:00,34595,33090,736,679,51.52,76.72846202389,64.7225784826522,29.83
2051,8,2021-01-22 08:45:00,34100,31825,1330,1194,51.52,80.7329089404596,64.7225784826522,37.04
2052,9,2021-01-22 09:00:00,33559,30442,2079,2014,45.42,73.1894598899508,66.3269479590177,30.9
2053,9,2021-01-22 09:15:00,33129,28862,2798,2809,45.42,66.6521387164623,66.3269479590177,20.29
2054,9,2021-01-22 09:30:00,32758,27606,3505,3533,45.42,67.8871628838451,66.3269479590177,34.97
2055,9,2021-01-22 09:45:00,32295,26935,4180,4102,45.42,62.3475776956452,66.3269479590177,20.29
2056,10,2021-01-22 10:00:00,31811,25965,4811,4900,46.95,73.2167437138166,65.3195390321315,39.75
2057,10,2021-01-22 10:15:00,31240,25781,5387,5372,46.95,64.0299874154475,65.3195390321315,68.73
2058,10,2021-01-22 10:30:00,30615,25401,5889,5939,46.95,63.329844804874,65.3195390321315,72.43
2059,10,2021-01-22 10:45:00,29877,24528,6326,6340,46.95,61.46225739877,65.3195390321315,67.06
2060,11,2021-01-22 11:00:00,29050,24313,6713,6804,50.06,59.0553644285498,63.6511277260412,74.86
2061,11,2021-01-22 11:15:00,28311,23999,7047,6980,50.06,63.9183912743485,63.6511277260412,87.28
2062,11,2021-01-22 11:30:00,27637,23394,7306,7120,50.06,70.3176617300024,63.6511277260412,106.83
2063,11,2021-01-22 11:45:00,26868,23378,7501,7387,50.06,71.8427970795569,63.6511277260412,-50.97
2064,12,2021-01-22 12:00:00,26102,23051,7645,7595,52.08,70.3810458798672,65.910371745212,100.39
2065,12,2021-01-22 12:15:00,25520,22632,7713,7581,52.08,66.7649068891281,65.910371745212,-15.8
2066,12,2021-01-22 12:30:00,24903,22030,7696,7590,52.08,65.3974302452587,65.910371745212,25.38
2067,12,2021-01-22 12:45:00,24362,21691,7605,7731,52.08,59.3624694849658,65.910371745212,14.5
2068,13,2021-01-22 13:00:00,23816,22069,7457,7707,50.69,57.9002633279483,60.1310748712531,29.48
2069,13,2021-01-22 13:15:00,23272,21617,7244,7498,50.69,51.1321298474946,60.1310748712531,13.18
2070,13,2021-01-22 13:30:00,22725,21671,6959,7082,50.69,45.0339324194022,60.1310748712531,-1.41
